"ID","MOVIE_NAME","LANGUAGE","IMBD_RATING","YEAR_OF_RELEASE","MATURITY_RATING","MINUTES"
7471,"Daivathinte Swantham Cleetus","Malayalam",4.7,2013,"All",119
7472,"Antony Firingee","Bengali",7.5,2017,"13+",148
7474,"Cheekh","Hindi",8.4,1985,"NR",131
7475,"Hushaaru","Telugu",6.9,2018,"18+",142
7476,"Mayor Chakravarthy","Telugu",7.9,2000,"NR",142
7477,"This Side of Paradise","English",6.5,1999,"NR",36
7479,"Underworld Awakening","Marathi",6.4,2012,"18+",88
7480,"10,000 B.C.","Tamil",5.1,2008,"13+",108
7482,"George Reddy","Telugu",7.2,2019,"13+",150
7483,"Jurassic City","Hindi",3.3,2015,"13+",83
7485,"Pattas (Tamil)","Tamil",5.7,2020,"All",140
7487,"PRAWAAS","Marathi",7.9,2020,"All",133
7488,"The Society Murders","English",5.8,2006,"16+",93
7491,"Pak Pak Pakaak","Marathi",7.3,2015,"All",137
7492,"Premsutra","Marathi",3.1,2013,"13+",109
7493,"The Expendables 2","Marathi",6.6,2012,"18+",98
7494,"Zombieland: Double Tap","English",6.7,2019,"18+",99
7495,"IIT Krishnamurthy (Malayalam)","Malayalam",5.7,2020,"All",110
7496,"Kanthari","Malayalam",3.1,2015,"13+",112
7498,"Tawaif","Hindi",7.1,1985,"All",142
7499,"Sindhooram","Telugu",7.4,1997,"All",157
7500,"Bhanu Goenda Jahar Assistant","Bengali",6.9,1971,"NR",107
7501,"Paapam Cheyyathavar Kalleriyatte","Malayalam",5.6,2020,"13+",116
7502,"Jappanil Kalyanaraman","Tamil",6,1985,"NR",138
7503,"F2 - Fun and Frustration","Hindi",6.2,2019,"13+",145
7504,"Bhalo Theko","Bengali",7.2,2017,"13+",119
7505,"Love Games","Hindi",4.3,2016,"16+",108
7507,"Tukaram","Marathi",7.3,2012,"All",161
7508,"Darr","Hindi",7.8,1993,"13+",176
7509,"Vanaja Girija","Tamil",5.1,1994,"NR",146
7510,"A Christmas Shop Fka Sharing Christmas","English",6.1,2017,"All",85
7511,"Deewana Tere Naam Ka","Hindi",5,1987,"NR",97
7512,"Transformers: Dark of the Moon","Telugu",6.2,2011,"13+",154
7513,"Tyler Perry's Boo 2! A Madea Halloween","English",3.8,2017,"13+",100
7514,"Sye Raa Narasimha Reddy (Malayalam)","Malayalam",7.4,2019,"13+",169
7515,"Immortals","Hindi",6,2011,"18+",105
7516,"Nanma Niranjavan Sreenivasan","Malayalam",6.3,1990,"NR",128
7517,"Naayak","Telugu",5.5,2013,"18+",159
7518,"Premi","Bengali",7.2,2017,"13+",163
7519,"Chirutha","Telugu",5.3,2007,"13+",150
6013,"Jumbo","Hindi",6,2008,"All",88
6015,"The Girl Next Door","English",6.7,2004,"18+",109
6016,"Eyes Wide Shut","English",7.4,1999,"18+",159
6018,"Top Gun","English",6.9,1986,"7+",109
6019,"Peranbu (Tamil)","Tamil",8.9,2019,"16+",144
6020,"Dark","Bengali",8.8,2018,"13+",15
6022,"Thayi Meethu Sathyam","Tamil",6.3,1978,"All",136
6023,"Neoti","Bengali",4.6,1999,"NR",146
6024,"REDLINE","English",4,2007,"16+",92
6027,"Good Kill","English",6.4,2015,"18+",98
6028,"Zindagi Jalebi","Hindi",3.7,2013,"NR",117
6029,"Ocean's 8","English",7,2018,"16+",110
6030,"Bob The Train - Non Stop","English",5.5,2018,"All",62
6031,"Azhakiya Ravanan","Malayalam",7.4,1996,"All",154
6032,"Chasing Mavericks","English",7.2,2012,"7+",116
6033,"Most Likely to Murder","English",5.4,2018,"18+",99
6035,"Wushu Warrior","English",3.9,2011,"13+",81
6043,"Adu","Kannada",6.6,1995,"NR",145
6044,"Thammar Boyfriend","Bengali",6.3,2017,"13+",122
6045,"Kabab Mein Haddi","Hindi",7.2,2014,"NR",109
6046,"Heer Ranjha","Hindi",5.2,1992,"All",159
6047,"Drone","English",5.4,2017,"18+",85
6048,"Pagalpanti","Gujarati",3.1,2018,"NR",148
6050,"Anjali CBI","Telugu",7.4,2019,"13+",146
6052,"Kundan","Hindi",6.5,1993,"NR",150
6053,"Madha","Telugu",5.2,2020,"13+",104
6054,"Seetha","Kannada",4.9,1970,"NR",161
6055,"Rampage","English",6.1,2018,"13+",107
6058,"The Lie","English",5.8,2020,"16+",95
6060,"Mrugaya","Malayalam",8,1989,"All",144
6061,"Aamhi Doghi","Marathi",7.6,2018,"All",137
6062,"Gorosthane Sabdhan","Bengali",6.9,2020,"13+",98
6063,"The USA vs Bergdahl","English",5.8,2019,"13+",95
6064,"Ocean's Eleven","English",7.7,2001,"13+",116
6065,"Oblivion","English",7,2013,"16+",124
6067,"Thiruda Thirudi","Tamil",6.2,2003,"13+",151
6071,"Kanch Kata Hirey","Bengali",7.5,2017,"13+",118
6072,"Ghajinikanth","Tamil",5.4,2018,"All",137
6073,"Guns Akimbo","Tamil",6.3,2020,"18+",93
6075,"Maayavan ( In Hindi )","Hindi",7.3,2017,"13+",117
6077,"Shylock","Malayalam",5.7,2020,"13+",129
6078,"Mujhse Shaadi Karogi","Hindi",6.7,2004,"13+",158
6079,"Aap Ki Khatir","Hindi",3.5,2006,"13+",121
6082,"Maine Pyaar Kiya","Hindi",7.3,1989,"All",192
6083,"Into the West","English",8.1,1993,"16+",102
6084,"Satrangee Parachute","Hindi",5.3,2011,"NR",94
6086,"A Long Way Down","English",6.4,2014,"18+",96
6087,"Dhola Maru","Gujarati",5.9,1983,"All",145
6088,"Maatr","Hindi",4.5,2017,"18+",110
6091,"The Last Airbender","Tamil",4,2010,"All",103
6093,"Injakkadan Mathai & Sons","Malayalam",4.8,1993,"NR",122
6096,"Kaappaan","Tamil",6.3,2019,"13+",163
6097,"Inba Twinkle Lilly","Tamil",4.3,2018,"13+",135
6098,"Newspaper Boy","Malayalam",3.6,1997,"NR",130
6099,"Lakeer - Forbidden Lines","Hindi",4.4,2004,"13+",161
6101,"Cheran's JK Enum Nanbanin Vaazhkai","Tamil",5.9,2015,"All",141
6102,"TN-07 AL 4777","Malayalam",7.6,2009,"NR",103
6103,"Blackmail","Hindi",7.1,2018,"13+",137
6104,"Harry Potter and the Prisoner of Azkaban","English",7.9,2004,"All",141
6105,"Windows","Hindi",4.8,2017,"All",25
6106,"O Sthree Repu Ra","Telugu",4.2,2016,"18+",127
6108,"Kalankini Kankabati","Bengali",6.8,2017,"13+",113
6110,"The Curious Case Of Benjamin Button","English",7.8,2008,"13+",166
6112,"Coolie No. 1","Hindi",3.6,2020,"13+",134
6113,"The Prince","English",4.6,2014,"16+",90
6114,"Who Owns Water","English",8.6,2019,"13+",50
6115,"Lakshmi's NTR","Telugu",6.7,2019,"All",150
6116,"Kaliyoonjal","Malayalam",6.2,1997,"All",153
6118,"Ghost Rider: Spirit Of Vengeance","English",4.3,2012,"18+",95
6119,"IIT Krishnamurthy (Tamil)","Tamil",5.7,2020,"All",110
6121,"Suttu Pidikka Utharavu","Tamil",6.3,2019,"13+",106
6122,"Sound of Metal","English",7.8,2020,"18+",121
6123,"Magamuni","Tamil",7.8,2019,"13+",156
6125,"Prematho","Telugu",6.6,1998,"13+",166
6127,"Kinavalli","Malayalam",6.6,2018,"All",139
6129,"Sanam Bewafa","Hindi",5.3,1991,"All",160
6130,"T-34","Tamil",6.7,2018,"All",112
6131,"Mikhael","Malayalam",5,2019,"16+",147
6132,"Jack Reacher","English",7,2012,"13+",130
6133,"Aata","Telugu",4.8,2007,"13+",137
6134,"Its My Love Story","Telugu",5.8,2011,"All",128
6135,"Puja","Bengali",6.9,1996,"NR",145
6136,"Avengers Grimm","Hindi",2.7,2015,"13+",85
6137,"10,000 B.C.","Hindi",5.1,2008,"13+",108
6138,"Jack & Dil","Hindi",3.6,2018,"13+",93
6140,"Fury","English",7.6,2014,"18+",134
6141,"Online Binline","Marathi",6.2,2015,"All",127
6142,"I Am Not a Hipster","English",6.6,2012,"NR",90
6143,"Aai Shapath","Marathi",7.1,2007,"All",134
6145,"Happy Journey","Marathi",6.9,2014,"13+",128
6146,"Tya Ratri Paus Hota","Marathi",6.8,2009,"13+",116
6147,"Sniper Special Ops","English",3.2,2016,"18+",86
6148,"Dil Tera Diwana","Hindi",4.9,1996,"All",140
6149,"Bluffmaster!","Hindi",6.6,2005,"13+",134
6151,"Dark Was The Night","English",5.6,2015,"18+",98
6152,"Annavaram","Telugu",4.8,2006,"13+",174
6153,"Swami Ayyappan","English",7.6,2015,"13+",92
6154,"Paanch Adhyay","Bengali",6.4,2017,"13+",114
6155,"Veer","Hindi",4.5,2010,"NR",163
6156,"Pathinettam Padi","Malayalam",6,2019,"13+",156
6159,"Nippulanti Manishi - NTR","Telugu",6.2,1974,"NR",161
6161,"Aakali Rajyam","Telugu",8.1,1981,"All",134
6162,"Darkest Hour, The","English",4.9,2011,"18+",89
6163,"Room on a Broom","Hindi",7.6,2012,"7+",26
6164,"Adimurai","Malayalam",5.7,2020,"All",140
6165,"Katari Veera","Kannada",8.4,2012,"NR",149
6166,"Transformers: Revenge of the Fallen","Marathi",6,2009,"13+",149
6167,"My Fair Madeline","English",5.7,2002,"All",73
6168,"The Cold Light Of Day","English",4.9,2012,"13+",93
6170,"Ek Nari Ek Brahmachari","Hindi",6.3,1971,"NR",151
6171,"Ganadevata","Bengali",8.2,2017,"13+",157
6172,"Govinda","Marathi",7,2013,"All",103
6174,"Badla","Hindi",7.8,2005,"18+",150
6175,"Main Awara Hoon","Hindi",5.2,1983,"13+",148
6177,"Maha Prachandaru","Kannada",8,1981,"NR",137
6178,"32aam Adhyayam 23aam Vaakyam","Malayalam",5.7,2015,"All",115
6179,"Anwar","Hindi",6.4,2007,"13+",137
6180,"Kathanam","Tamil",3.8,2019,"13+",110
6181,"Dil Hai Tumhara","Hindi",5.3,2000,"All",176
6182,"Gopichand Chanakya","Telugu",7.6,2019,"13+",144
6183,"Dui Purush","Bengali",6.1,2017,"13+",124
6184,"A Year in Port","English",6.7,2016,"13+",85
6186,"Noor Jahan","Bengali",5.3,2018,"18+",141
6187,"Mashaal","Hindi",7.4,1984,"16+",169
6189,"Vasantha Kalam","Telugu",2.7,2020,"13+",108
6190,"Shree","Hindi",6.3,2013,"NR",109
6191,"Bandit Queen","Hindi",7.6,1996,"13+",102
6192,"Babai Abbai","Telugu",6.4,1985,"NR",117
6193,"Ottayal Pattalam","Malayalam",6.5,1992,"NR",133
6194,"Nagordola","Bengali",7.5,2005,"18+",144
6195,"Zubaan","Hindi",6.1,2016,"13+",111
6197,"The Grand Seduction","English",7,2014,"13+",113
6200,"Mayalodu","Telugu",6.9,1993,"All",130
6201,"The Lost City of Z","English",6.6,2017,"13+",140
6202,"Bandhan","Bengali",6.9,2017,"13+",137
6204,"John Wick","English",7.4,2014,"18+",101
6206,"Striker","Kannada",7,2019,"13+",120
6207,"Bee Season","English",5.5,2005,"13+",104
6208,"Love Story 2050","Hindi",2.6,2008,"All",136
6209,"Love Breakups Zindagi","Hindi",5.8,2011,"13+",149
6210,"Kal Ki Awaz","Hindi",6.3,1992,"All",162
6212,"Ong Bak 2: One Man Army","English",6.2,2008,"16+",90
6213,"Sabse Badhkar Hum 2","Hindi",7.5,2015,"All",128
6215,"Kari Chirathe","Kannada",5.4,2010,"NR",138
6216,"LEGO Jurassic World The Secret Exhibit Part 1","English",6.2,2018,"7+",22
6217,"The Italian Job (2003)","English",7,2003,"13+",110
6219,"My Story","Malayalam",4.5,2018,"All",137
6220,"Vandi","Tamil",6,2018,"NR",131
6221,"varikkuzhiyile kolapathakam","Malayalam",6.4,2019,"All",121
6222,"For Ellen","English",6,2012,"16+",89
6223,"Black Hawk Down","English",7.7,2001,"18+",144
6224,"Rab Ne Bana Di Jodi","Hindi",7.2,2008,"All",163
6225,"Sun Sajna","Hindi",6.3,1982,"NR",138
6226,"Deewana","Hindi",6.9,1992,"All",155
6227,"Tyler Perry's A Madea Family Funeral","English",4.5,2019,"13+",109
6228,"Godzilla: King of The Monsters","English",6,2019,"16+",131
6233,"Mem Saheb","Bengali",6.9,2017,"13+",122
6234,"Alludugaru","Telugu",5.8,1990,"All",137
6235,"Mediterranean Sea","English",6.5,2020,"13+",52
6237,"Men in Black II","Tamil",6.2,2002,"16+",88
6239,"Hai Bangalore","Kannada",8.3,1997,"NR",123
6242,"Bonus","Marathi",7.6,2020,"All",118
6244,"I M 24","Hindi",6.1,2012,"All",119
6245,"Aa Gale Lag Jaa","Hindi",7.2,1973,"All",147
6246,"Big B","Malayalam",7.6,2007,"13+",130
6249,"Brahmanna","Telugu",5.6,1999,"NR",120
6250,"Piya Ka Ghar","Hindi",6.7,1972,"All",134
6252,"Penguin (Tamil)","Tamil",4.6,2020,"18+",132
6253,"Sardaar Gabbar Singh","Hindi",4.8,2016,"NR",164
6255,"The Wolf of Wall Street","English",8.2,2013,"18+",172
6256,"Stuart Little 3: Call of the Wild","English",4.3,2005,"13+",75
6257,"Sangharsh","Kannada",6.8,1999,"NR",140
6260,"Professor Shanku O El Dorado","Bengali",5.3,2019,"13+",91
6261,"Priya - Kannada","Kannada",7.3,1979,"NR",125
6263,"Don't Be Afraid of the Dark","English",5.6,2011,"18+",99
6264,"Krithyam","Malayalam",3.9,2005,"NR",127
6265,"Longest Week","English",5.4,2014,"18+",86
6266,"Raikamal","Bengali",6.9,2017,"13+",115
6268,"Veerey Ki Wedding","Hindi",2.8,2018,"13+",125
6270,"Kitne Door Kitne Paas","Hindi",4.5,2002,"All",140
6271,"Donald Trump: The Apprentice President?","English",4.5,2016,"13+",56
6273,"First Daughter","English",5.1,2004,"All",106
6274,"Zindagi Virat","Marathi",8.4,2017,"NR",140
6275,"Enemy At the Gates","English",7.6,2001,"18+",131
6277,"Ardaas","Punjabi",8.4,2016,"All",134
6278,"Premer Kahini","Bengali",6.1,2017,"13+",156
6280,"Nanny McPhee","Hindi",6.5,2006,"13+",98
6282,"Fodi Laishu Yaar","Gujarati",5.1,2017,"All",137
6283,"Juari","Bengali",6.5,2009,"NR",119
6285,"Urvashi Kalyana","Kannada",6.3,1993,"NR",133
6286,"PEPPERMINT","English",6.5,2018,"18+",101
6287,"The Boy","Hindi",6,2016,"16+",93
6288,"Texas Chainsaw Massacre","Tamil",4.8,2013,"18+",88
6289,"Konkanastha","Marathi",6.4,2013,"All",135
6290,"10,000 B.C.","Telugu",5.1,2008,"13+",108
6291,"Manini","Marathi",6.7,2004,"13+",142
6292,"Ek Sangayachay","Marathi",7.7,2018,"13+",124
6293,"Vangaveeti","Telugu",6.1,2016,"18+",139
6296,"One Two Three","Hindi",5.3,2008,"NR",136
6297,"MCA (Hindi)","Hindi",5.9,2018,"13+",112
6299,"Karma","Tamil",6.5,2015,"13+",71
6300,"3 A.M.","Hindi",5,2014,"13+",104
6301,"With Love Tumhara","Hindi",6.4,2006,"All",108
6302,"Gandhi My Father","Hindi",7.3,2007,"NR",134
6307,"Tohfa","Hindi",5.1,1984,"All",159
6309,"Wazir","Hindi",7.1,2016,"13+",98
6310,"Kill Dil","Hindi",4.3,2014,"13+",117
6311,"Vikramarkudu","Telugu",7.7,2006,"18+",160
6312,"March of the Living","English",6.2,2010,"NR",76
6313,"Jessie","Telugu",6.9,2019,"18+",103
6314,"Swayamvaram","Telugu",7.8,1982,"NR",120
6316,"Ranbanka","Hindi",3.6,2015,"13+",93
6317,"Contract To Kill","Bengali",3.4,2016,"13+",88
6318,"Balidaan","Marathi",5.6,1990,"All",154
6319,"Dil","Hindi",6.7,1990,"All",165
6320,"Hostel","Hindi",5.2,2011,"13+",112
6322,"Race","Malayalam",7.1,2011,"All",121
6323,"Stuart Little","English",5.9,1999,"All",84
6324,"The Grudge","Telugu",4.3,2019,"18+",93
6325,"Chhota Bheem Kung Fu Dhamaka","Hindi",5.3,2019,"All",111
6326,"Air Strike","Telugu",3.2,2018,"18+",97
6328,"Annabelle: Creation","Telugu",6.5,2017,"13+",109
6329,"Kindergarten Cop","English",6.2,1990,"13+",111
6330,"Tracktown","English",5.6,2017,"13+",88
6333,"Na Hanaytte","Bengali",7.2,2012,"All",133
6334,"Pokémon Detective Pikachu","English",6.6,2019,"13+",104
6337,"Bhootacha Honeymoon","Marathi",6.2,2013,"All",117
6338,"Rough Book","Hindi",6.9,2016,"All",102
6339,"Kilukkam Kilukilukkam","Malayalam",2.3,2006,"NR",156
6340,"Unfinished Business","English",5.4,2015,"18+",90
6341,"Hemlock Society","Bengali",7.4,2012,"13+",141
6343,"Mamangam","Telugu",6.4,2019,"13+",156
6344,"Kamagni","Telugu",5.8,2001,"NR",68
6345,"Neenu Nakkare Haalu Sakkare","Kannada",7.4,1991,"NR",147
6346,"Katha","Hindi",7.8,1982,"All",135
6347,"Nater Guru","Bengali",6.3,2017,"13+",140
6349,"I Am Kalam","Malayalam",8,2011,"All",88
6350,"State Rowdy","Telugu",6.5,1989,"NR",146
6351,"Aakhri Badla","Hindi",5.4,1989,"NR",120
6352,"The Warrior's Way","Tamil",6.3,2010,"18+",96
6353,"Jurassic Park III","Hindi",5.9,2001,"13+",92
6354,"Swayamvar","Hindi",7.4,1990,"NR",157
6355,"Rajadhi Raja","Tamil",6.8,1989,"All",135
6356,"Welcome Home","English",5.2,2018,"18+",92
6357,"SkyBound","English",4.7,2017,"16+",81
6358,"Pass Over","English",5.7,2018,"18+",75
6361,"Oddbods - Ultimate Outdoor Adventure","English",6.4,2018,"All",40
6362,"Mokssh","Hindi",4.8,2013,"NR",103
6363,"Lagna Patrika","Telugu",8.9,2002,"NR",132
6364,"Andaz Apna Apna","Hindi",8.2,1994,"All",153
6366,"Kozhipporu","Malayalam",5.4,2020,"All",97
6367,"Evaru","Telugu",8.2,2019,"13+",115
6368,"Sonic The Hedgehog","English",6.5,2020,"7+",98
6371,"Bellflower","English",6.4,2011,"18+",106
6372,"Love Alive","Hindi",7.4,2016,"13+",85
6373,"Mantostaan","Hindi",6,2017,"13+",74
6374,"Masterminds","English",5.8,2015,"16+",88
6375,"The Substitute (1996)","English",6,1996,"18+",112
6377,"Kung Fu Killer","English",6.5,2015,"16+",100
6378,"Mr. Bechara","Hindi",5.4,1996,"All",137
6383,"Transformers: Revenge of the Fallen","Hindi",6,2009,"13+",149
6384,"The Witch: Part 1 - The Subversion","Hindi",7.1,2018,"18+",120
6385,"The Descent Part 2","Tamil",5.8,2010,"18+",89
6387,"Baabul","Hindi",5.4,2006,"All",162
6388,"Sargi","Punjabi",5.8,2017,"All",123
6389,"An American Werewolf in London","English",7.5,1981,"18+",97
6390,"Oru Sayahnathinte Swapnam","Malayalam",6.3,1989,"NR",122
6391,"Amityville: A New Generation (4K Restored)","English",3.8,1993,"18+",91
6392,"Padma Nadir Majhi","Bengali",8.2,1992,"All",131
6394,"Dangerous Intentions","English",6.1,1995,"13+",93
6397,"Ranangan","Marathi",5.5,2018,"13+",128
6399,"Sanyasi","Hindi",6.7,1975,"NR",148
6400,"Middle Class Melodies (Kannada)","Kannada",7.7,2020,"16+",135
6401,"50 First Dates","English",6.8,2004,"13+",99
6402,"Vasantha Geetha","Kannada",8.5,1980,"NR",161
6403,"Aladin","Hindi",4.6,2009,"NR",132
6404,"Okkadunnadu","Telugu",7.4,2007,"18+",130
6406,"Guns Akimbo","Telugu",6.3,2020,"18+",93
6407,"Ishq","Malayalam",7.5,2019,"13+",132
6410,"Inspector Gadget Saves Christmas","English",5.8,1992,"All",22
6411,"SkyBound","Marathi",4.7,2017,"16+",81
6413,"Urge","English",4.4,2016,"18+",87
6414,"The Wretched","Hindi",5.8,2020,"18+",95
6415,"Anbu Sagotharan","Tamil",8.7,2005,"13+",158
6416,"Treasure Island","English",7.1,2002,"7+",70
6417,"13aam Number Veedu","Tamil",2.9,2020,"16+",106
6418,"Veedu Theda","Telugu",6,2011,"NR",131
6419,"Mouna Ragam","Tamil",8.4,1986,"All",138
6420,"Jis Desh Mein Ganga Rehta Hain","Hindi",4.9,2000,"All",146
6421,"Small Apartments","English",6.1,2013,"18+",95
6424,"Knowing","English",6.2,2009,"13+",121
6425,"Gujjubhai Banya Dabang","Gujarati",8.2,2018,"13+",153
6426,"Snow White & the Huntsman","Hindi",6.1,2012,"13+",127
6428,"Little Women","Tamil",7.8,2019,"All",134
6429,"The Nut Job 2","Hindi",5.5,2017,"7+",86
6430,"Batman v Superman: Dawn of Justice","Hindi",6.4,2016,"13+",151
6431,"Kadhalar Dhinam","Tamil",6.3,1999,"All",151
6433,"Seethakaathi","Tamil",7,2018,"13+",172
6434,"Ghazi (Telugu)","Telugu",7.6,2017,"All",116
6435,"It's My Life","Telugu",5.3,2014,"All",118
6436,"Tigerland","English",6.9,2000,"18+",100
6438,"Ekdin Pratidin","Bengali",7.2,2017,"13+",86
6440,"The Carrier","English",3.9,2015,"18+",90
6441,"Housefull 3","Hindi",5,2016,"NR",134
6443,"Westall '66: A Suburban UFO Mystery","English",6.5,2010,"7+",49
6444,"Dalapathi","Telugu",8.5,1991,"13+",158
6445,"XXX","English",5.9,2002,"13+",124
6446,"Aakrosh","Bengali",7,1989,"All",137
6447,"The Creepy Line","English",6.9,2020,"13+",56
6451,"Ek Ajooba","Hindi",6,2000,"All",71
6452,"Honey Boy","Hindi",7.3,2019,"18+",94
6454,"Lolita","Bengali",6.9,1984,"13+",122
6455,"Evadi Gola Vaadidi","Telugu",6.5,2005,"18+",149
6456,"Mounto","Hindi",4.8,1975,"NR",114
6457,"Blow The Man Down","English",6.4,2020,"16+",91
6458,"U Turn (Hindi)","Hindi",7.5,2019,"13+",121
6460,"22 Yards","Hindi",6.1,2019,"All",126
6465,"We Come as Friends","English",7.5,2014,"NR",109
6466,"Kinavalli (Hindi)","Hindi",6.6,2020,"All",119
6467,"Chandni Bar","Hindi",7.6,2001,"13+",144
6468,"Bridget Jones' Diary","Hindi",6.7,2001,"18+",97
6469,"Stephen King's Doctor Sleep","English",7.3,2019,"18+",151
6470,"Sindoor","Hindi",5.2,1987,"All",165
6471,"Pokkiri Simon","Malayalam",4.8,2017,"All",144
6472,"Final Destination 3","Hindi",5.8,2006,"18+",92
6473,"Judwaa","Hindi",6,1997,"13+",133
6474,"Dog Power","English",7.3,2020,"13+",25
6476,"Tik Tik Tik","Tamil",6,1981,"NR",134
6477,"Ventilator","Gujarati",7.7,2018,"All",140
6478,"KisseBaaz","Hindi",4.5,2019,"13+",121
6479,"Naga Devathe","Kannada",5.8,2000,"NR",150
6482,"Chudail Story","Hindi",2.4,2016,"18+",99
6483,"Ocean's Thirteen","English",6.9,2007,"13+",122
6485,"Shorgul","Hindi",5.7,2013,"13+",124
6486,"I Am Kalam","Bengali",8,2011,"All",88
6487,"Mirrors","English",6.2,2008,"18+",111
6488,"Greed","Tamil",5.7,2020,"13+",104
6489,"Ahista Ahista","Hindi",7,2006,"All",117
6490,"John Wick: Chapter 2","Tamil",7.5,2017,"18+",122
6491,"SkyBound","Telugu",4.7,2017,"16+",81
6492,"Kathbirali","Bengali",7.5,2020,"13+",110
6493,"AK Ayyappanum Koshiyum","Malayalam",7.9,2020,"All",175
6494,"Double Take","English",5.5,2009,"NR",79
6496,"Lady Tiger","Telugu",3.4,2019,"13+",130
6497,"Mr. Bakra","Kannada",7.6,2005,"NR",125
6498,"Shortkut - The Con Is On","Hindi",3.4,2009,"13+",132
6500,"Agni Devi","Tamil",4.9,2019,"NR",101
6501,"Action Jackson","Hindi",5.5,2014,"NR",143
6502,"Okka Magaadu","Telugu",2.1,2008,"18+",170
6503,"Bichhoo","Hindi",5,2000,"18+",154
6504,"Women of Freedom","English",6,2020,"13+",56
6507,"Sadrishavakyam 24:29","Malayalam",4.6,2017,"13+",127
6508,"Saving Private Ryan","English",8.6,1998,"18+",169
6509,"Rahasya The Bhoutik","Bengali",3,2010,"13+",113
6510,"Sye Raa Narasimha Reddy (Telugu)","Telugu",7.4,2019,"13+",169
6511,"Tashan","Hindi",3.8,2008,"13+",147
6512,"Bliss","English",5.3,2021,"16+",103
6513,"Chaukat Raja","Marathi",7.4,1991,"All",149
6514,"The Wailing","Hindi",7.5,2016,"18+",149
6516,"Inspector Gadget's Last Case","English",4.9,2002,"7+",73
6517,"Godzilla: King of The Monsters","Tamil",6,2019,"16+",131
6519,"Dragon Blade","Hindi",6,2015,"13+",127
6520,"Traffic Signal","Hindi",6.6,2007,"13+",125
6521,"Lage Raho Munna Bhai","Hindi",8.1,2006,"All",139
6522,"Vampires Suck","English",3.4,2010,"16+",82
6523,"Yoddha","Telugu",8.4,1992,"NR",123
6524,"Periya Veetu Pannakkaran","Tamil",5.6,1990,"NR",122
6526,"Drive Angry","Telugu",5.4,2011,"18+",100
6528,"Geet Sangeet","Bengali",7,1994,"NR",135
6529,"Death Makes Life Possible","English",7.6,2020,"13+",65
6530,"Ahare Mon","Bengali",7.2,2019,"13+",111
6531,"Wedding Cha Shinema","Marathi",6.9,2019,"All",137
6532,"A Beautiful Day in the Neighborhood","Hindi",7.3,2019,"All",108
6533,"Love Aaj Kal Porshu","Bengali",6.1,2020,"13+",102
6534,"Prema Pavuralu","Telugu",7.3,1989,"All",184
6535,"Quick","Hindi",5.8,2011,"16+",107
6536,"Geethanjali","Malayalam",3.8,2013,"13+",150
6538,"Kaatrin Mozhi","Tamil",7.4,2018,"7+",147
6540,"Sapoot","Hindi",5.2,1996,"13+",152
6541,"Dabangg 3 (Kannada)","Kannada",3.2,2019,"16+",148
6542,"Olympus Has Fallen","English",6.5,2013,"18+",114
6543,"One Child Nation","English",7.5,2019,"18+",88
6545,"The Legend Of Ben Hall","English",5.8,2017,"16+",139
6547,"Chalte Chalte","Telugu",6.6,2018,"All",134
6549,"Andha Atit","Bengali",6.3,1972,"NR",105
6550,"Mr. Right","English",6.3,2016,"18+",95
6552,"Time Machine","Hindi",5.6,2016,"13+",40
6553,"Edaina Jaragocchu","Telugu",3.9,2019,"13+",127
6554,"Nishchaiy","Hindi",3.9,1992,"All",146
6555,"Rajendrudu Gajendrudu","Telugu",7.2,1993,"All",127
6556,"Srimannarayana","Telugu",4.2,2012,"18+",138
6557,"Chikati Gadilo Chithakotudu","Telugu",4.8,2019,"18+",106
6558,"Nishabdham (Telugu)","Telugu",3.8,2020,"16+",125
6559,"Catch Me If You Can","English",8.1,2002,"16+",140
6564,"Soldiers of Fortune","English",4.3,2012,"18+",93
6565,"Barbie Dreamtopia","English",6.4,2016,"7+",46
6566,"Rampage","Telugu",6.1,2018,"13+",107
6568,"Gujjubhai The Great","Gujarati",8.2,2015,"All",137
6569,"Vinta Mogudu","Telugu",8.6,1985,"NR",131
6571,"XXX: State of the Union","Marathi",4.5,2005,"16+",100
6572,"Happy Birthday to John","English",6.4,1995,"NR",24
6574,"Final Destination 5","English",5.8,2011,"18+",91
6575,"Ganesh Talkies","Bengali",5.1,2013,"All",130
6576,"Mala Aai Vhhaychy","Marathi",7.8,2011,"All",128
6578,"Mujhse Dosti Karoge","Hindi",5.1,2002,"All",148
6579,"vazhunnor","Malayalam",5.9,1999,"All",156
6581,"Paharganj","Hindi",4.6,2019,"18+",104
6582,"The Last Color","Hindi",7.8,2020,"18+",90
6583,"AAYUSHMANBHAVA","Kannada",6.2,2019,"13+",143
6584,"Sakka Podu Podu Raja","Tamil",4.3,2017,"13+",124
6586,"Appu","Malayalam",6.5,1990,"All",139
6587,"N.T.R: Mahanayakudu","Telugu",5.4,2019,"All",124
6588,"Local Boy","Telugu",5.7,2020,"All",140
6589,"Nee Bareda Kadambari","Kannada",7.7,1985,"NR",136
6590,"Cheel Zadap","Gujarati",5.2,2019,"13+",117
6591,"Mithai","Malayalam",4.3,2019,"13+",137
6592,"Mana Oori Ramayanam","Telugu",6.9,2016,"All",108
6595,"Rudra Thandavam - 1978","Tamil",5.9,1978,"NR",134
6596,"Kya Kehna!","Hindi",5.9,2000,"13+",149
